 &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
 & Cadastro das familias de curvas de jusante
 &
 & Usina: codigo da usina hidraulica
 & IndCurva: indice da familia (sequencial)
 & HjusRef: nivel de montante da usina de jusante para referencia da familia
 & nPol: quantidade de polinomios da familia
 &
 &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
 &;Usina;Indice;HjusRef
 HIDRELETRICA-CURVAJUSANTE                   ;0063;001;  235.5865
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0063;001;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0066;001;   96.0152
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0066;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0071;001;  706.3626
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0071;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0072;001;  603.7210
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0072;001;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0072;002;  605.8000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0072;002;004
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0072;003;  607.5000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0072;003;004
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0072;004;  609.3000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0072;004;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0072;005;  611.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0072;005;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0074;001;  603.6212
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0074;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0074;002;  604.5000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0074;002;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0074;003;  605.3000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0074;003;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0074;004;  606.2000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0074;004;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0074;005;  607.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0074;005;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0076;001;  487.6769
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0076;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0076;002;  497.3000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0076;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0076;003;  500.2000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0076;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0076;004;  503.1000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0076;004;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0076;005;  506.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0076;005;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0077;001;  394.6472
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0077;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0077;002;  397.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0077;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0078;001;  323.2924
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0078;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0078;002;  324.5000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0078;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0078;003;  324.7000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0078;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0078;004;  325.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0078;004;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0082;001;  258.1617
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0082;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0082;002;  258.4000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0082;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0082;003;  258.6000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0082;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0082;004;  258.8000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0082;004;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0082;005;  259.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0082;005;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0083;001;  240.8437
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0083;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0086;001;  479.6814
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0086;001;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0086;002;  479.9000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0086;002;004
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0086;003;  480.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0086;003;004
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0089;001;  659.3223
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0089;001;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0089;002;  660.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0089;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0090;001;  474.8647
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0090;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0090;002;  475.8000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0090;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0090;003;  477.2000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0090;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0090;004;  478.6000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0090;004;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0090;005;  480.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0090;005;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0091;001;  374.2584
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0091;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0092;001;  263.6742
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0092;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0092;002;  264.1000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0092;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0092;003;  264.4000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0092;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0092;004;  264.7000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0092;004;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0092;005;  265.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0092;005;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0093;001;  335.1058
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0093;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0094;001;  263.9982
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0094;001;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0094;002;  264.2000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0094;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0094;003;  264.7000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0094;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0094;004;  265.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0094;004;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0095;001;  426.1222
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0095;001;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0097;001;  147.1723
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0097;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0097;002;  147.7000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0097;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0097;003;  148.2000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0097;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0097;004;  148.6000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0097;004;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0097;005;  149.1000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0097;005;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0098;001;  105.5020
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0098;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0098;002;  106.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0098;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0099;001;   68.9747
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0099;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0101;001;  131.8538
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0101;001;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0102;001;   97.9343
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0102;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0103;001;  210.7496
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0103;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0111;001;  278.9259
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0111;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0111;002;  279.2000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0111;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0111;003;  279.3000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0111;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0111;004;  279.4000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0111;004;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0111;005;  279.8900
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0111;005;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0112;001;  182.0629
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0112;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0112;002;  182.3000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0112;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0112;003;  182.5000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0112;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0112;004;  182.9000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0112;004;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0112;005;  184.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0112;005;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0113;001;   94.2712
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0113;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0113;002;   94.9000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0113;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0114;001;   54.4805
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0114;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0115;001;   90.7000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0115;001;001
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0119;001;    1.0138
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0119;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0120;001;  556.0705
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0120;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0121;001;  624.5561
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0121;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0122;001;  575.4323
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0122;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0123;001;  393.1741
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0123;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0126;001;  525.3879
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0126;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0127;001;  355.0990
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0127;001;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0129;001;  137.5884
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0129;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0130;001;  105.3104
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0130;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0131;001;   86.1964
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0131;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0131;002;   86.3000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0131;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0131;003;   86.5000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0131;003;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0132;001;   89.6753
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0132;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0133;001;   38.9873
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0133;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0134;001;  253.2986
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0134;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0134;002;  254.5000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0134;002;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0134;003;  255.7000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0134;003;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0134;004;  257.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0134;004;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0134;005;  258.2000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0134;005;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0135;001;  204.3007
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0135;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0139;001;  276.8732
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0139;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0141;001;  164.5815
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0141;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0143;001;   59.7472
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0143;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0143;002;   60.1000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0143;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0143;003;   60.3000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0143;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0143;004;   60.5000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0143;004;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0143;005;   60.7000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0143;005;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0144;001;   36.6560
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0144;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0145;001;   99.5528
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0145;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0146;001;   89.6753
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0146;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0147;001;   89.6753
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0147;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0148;001;  327.8681
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0148;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0153;001;  308.6868
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0153;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0154;001;   26.8379
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0154;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0155;001;  576.7813
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0155;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0156;001;  514.5517
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0156;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0162;001;  637.5239
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0162;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0169;001;  360.1791
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0169;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0172;001;  251.3122
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0172;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0172;002;  251.4000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0172;002;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0172;003;  251.5000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0172;003;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0172;004;  251.6000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0172;004;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0173;001;  229.6195
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0173;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0173;002;  229.9000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0173;002;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0173;003;  230.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0173;003;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0173;004;  230.2000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0173;004;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0173;005;  230.3000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0173;005;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0174;001;  141.1091
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0174;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0175;001;  136.9376
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0175;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0175;002;  137.2000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0175;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0175;003;  137.4000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0175;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0175;004;  137.7000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0175;004;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0175;005;  138.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0175;005;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0176;001;  136.8938
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0176;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0176;002;  137.2000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0176;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0176;003;  137.4000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0176;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0176;004;  137.7000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0176;004;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0176;005;  138.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0176;005;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0178;001;   11.2854
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0178;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0183;001;   89.6753
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0183;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0184;001;   89.6753
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0184;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0189;001;    3.4076
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0189;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0190;001;  114.5996
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0190;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0192;001;  376.4942
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0192;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0193;001;  255.8057
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0193;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0195;001;  248.8138
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0195;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0196;001;  302.2879
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0196;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0203;001;  728.8179
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0203;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0204;001;   41.7969
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0204;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0204;002;   41.9000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0204;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0204;003;   42.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0204;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0204;004;   42.1000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0204;004;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0204;005;   42.2000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0204;005;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0215;001;  112.3353
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0215;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0217;001;  360.5445
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0217;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0227;001;  271.6510
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0227;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0227;002;  271.8000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0227;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0227;003;  272.0000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0227;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0228;001;  246.4678
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0228;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0229;001;  160.8541
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0229;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0229;002;  161.3000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0229;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0229;003;  161.4000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0229;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0230;001;  131.5966
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0230;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0241;001;  326.3869
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0241;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0241;002;  326.7000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0241;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0241;003;  327.2000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0241;003;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0241;004;  327.6000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0241;004;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0241;005;  328.1000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0241;005;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0249;001;  384.2337
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0249;001;002
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0249;002;  384.6000
 HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES;0249;002;003
 &
 HIDRELETRICA-CURVAJUSANTE                   ;0249;003;  384.7000
