 &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
 & Cadastro das familias de curvas de jusante
 &
 & Usina: codigo da usina hidraulica
 & IndCurva: indice da familia (sequencial)
 & HjusRef: nivel de montante da usina de jusante para referencia da familia
 & nPol: quantidade de polinomios da familia
 &
 &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
 &;Usina;Indice;HjusRef
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0204;003; 2;            2605.973;            3500.233;0.41796860000000E+02;0.88422250000000E-03;-.57131120000000E-06;0.17635970000000E-09;-.17636150000000E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0204;003; 3;            3500.233;            8965.278;0.40879930000000E+02;0.83512750000000E-03;-.10557040000000E-06;0.77895010000000E-11;-.23746580000000E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0204;004; 1;               0.000;            3266.245;0.42100000000000E+02;0.10183680000000E-03;0.28305670000000E-06;-.16157700000000E-09;0.25532470000000E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0204;004; 2;            3266.245;            3500.233;0.41796860000000E+02;0.88422250000000E-03;-.57131120000000E-06;0.17635970000000E-09;-.17636150000000E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0204;004; 3;            3500.233;            8965.278;0.40879930000000E+02;0.83512750000000E-03;-.10557040000000E-06;0.77895010000000E-11;-.23746580000000E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0204;005; 1;               0.000;            2550.000;0.42200000000000E+02;0.10162600000000E-03;0.28357810000000E-06;-.16194160000000E-09;0.25608000000000E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0204;005; 2;            2550.000;            3767.200;0.65112350000000E+02;-.29462080000000E-01;0.14347050000000E-04;-.30735760000000E-08;0.24570540000000E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0204;005; 3;            3767.200;            8965.278;0.40879930000000E+02;0.83512750000000E-03;-.10557040000000E-06;0.77895010000000E-11;-.23746580000000E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0215;001; 1;               0.000;            1320.566;0.11233525412296E+03;0.11893912855130E-01;-.12489963163132E-04;0.87874809336918E-08;-.25480453503193E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0215;001; 2;            1320.566;            3654.134;0.11773291675630E+03;-.48080008860691E-03;0.14961497829216E-05;-.48175965249326E-09;0.49656604788578E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0217;001; 1;               0.000;             236.987;0.36054445649841E+03;0.12015247917962E-01;-.48064934342390E-04;0.10398593885237E-06;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0217;001; 2;             236.987;            1501.825;0.36006441197852E+03;0.10470629609888E-01;-.94431785580522E-05;0.48210866085202E-08;-.99480879693205E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0227;001; 1;               0.000;            2474.143;0.27165100000000E+03;-.12071200000000E-17;0.51871320000000E-06;-.10609360000000E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0227;001; 2;            2474.143;            5804.708;0.27068910000000E+03;0.15817450000000E-02;-.29756140000000E-06;0.32608530000000E-10;-.14812000000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0227;002; 1;               0.000;            1934.838;0.27180000000000E+03;0.36201010000000E-17;0.27992660000000E-06;0.58467810000000E-10;-.31896170000000E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0227;002; 2;            1934.838;            2474.143;0.27165100000000E+03;-.12071200000000E-17;0.51871320000000E-06;-.10609360000000E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0227;002; 3;            2474.143;            5804.708;0.27068910000000E+03;0.15817450000000E-02;-.29756140000000E-06;0.32608530000000E-10;-.14812000000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0227;003; 1;               0.000;            1934.800;0.27200000000000E+03;-.44181520000000E-17;0.15062840000000E-06;0.81669070000000E-10;-.23619920000000E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0227;003; 2;            1934.800;            2474.143;0.27165100000000E+03;-.12071200000000E-17;0.51871320000000E-06;-.10609360000000E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0227;003; 3;            2474.143;            5804.708;0.27068910000000E+03;0.15817450000000E-02;-.29756140000000E-06;0.32608530000000E-10;-.14812000000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0228;001; 1;               0.000;            2593.762;0.24646783140656E+03;0.38406595273285E-02;-.15882174751218E-05;0.59212338758155E-09;-.94472774124724E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0228;001; 2;            2593.762;           21992.293;0.24869071896310E+03;0.14702987529267E-02;-.11667553251789E-06;0.48963874934695E-11;-.79272070981357E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0229;001; 1;               0.000;            6145.388;0.16085413551051E+03;0.72150130160707E-03;0.32566257801347E-06;-.69304214307212E-10;0.42357768230828E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0229;001; 2;            6145.388;           16790.520;0.15891329049473E+03;0.22446636919859E-02;-.18142438256722E-06;0.81810011465741E-11;-.14789095312655E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0229;002; 1;               0.000;            3418.190;0.16130000000000E+03;-.28579104509040E-18;0.84641613054138E-06;-.23340182959983E-09;0.22472654162078E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0229;002; 2;            3418.190;            6145.388;0.16085413551051E+03;0.72150130160707E-03;0.32566257801347E-06;-.69304214307212E-10;0.42357768230828E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0229;002; 3;            6145.388;           16790.520;0.15891329049473E+03;0.22446636919859E-02;-.18142438256722E-06;0.81810011465741E-11;-.14789095312655E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0229;003; 1;               0.000;            3959.063;0.16140000000000E+03;-.46089801405749E-18;0.75556904234373E-06;-.18357229550043E-09;0.15075436448870E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0229;003; 2;            3959.063;            6145.388;0.16085413551051E+03;0.72150130160707E-03;0.32566257801347E-06;-.69304214307212E-10;0.42357768230828E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0229;003; 3;            6145.388;           16790.520;0.15891329049473E+03;0.22446636919859E-02;-.18142438256722E-06;0.81810011465741E-11;-.14789095312655E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0230;001; 1;               0.000;            6436.839;0.13159656899705E+03;0.29528929273491E-02;-.51433613267142E-06;0.65414505555807E-10;-.35133664795803E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0230;001; 2;            6436.839;           18215.402;0.13362162182824E+03;0.16090473703952E-02;-.10011205205473E-06;0.36407577630420E-11;-.54707719366369E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0241;001; 1;               0.000;             676.550;0.32638689320788E+03;-.69411253534126E-18;0.15656027150866E-04;-.12050571888025E-07;-.19184297740908E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0241;001; 2;             676.550;            2085.370;0.32710097846078E+03;0.49329027135533E-02;-.27842947093310E-05;0.90704786273588E-09;-.12149920122238E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0241;002; 1;               0.000;             398.686;0.32670000000000E+03;0.48444369816986E-02;-.18084886224159E-04;0.46013729390225E-07;-.24122553703608E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0241;002; 2;             398.686;             676.550;0.32638689320788E+03;-.69411253534126E-18;0.15656027150866E-04;-.12050571888025E-07;-.19184297740908E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0241;002; 3;             676.550;            2085.370;0.32710097846078E+03;0.49329027135533E-02;-.27842947093310E-05;0.90704786273588E-09;-.12149920122238E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0241;003; 1;               0.000;             537.089;0.32720000000000E+03;-.18665626456296E-17;0.77532050454527E-05;-.36149444895144E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0241;003; 2;             537.089;             676.550;0.32638689320788E+03;-.69411253534126E-18;0.15656027150866E-04;-.12050571888025E-07;-.19184297740908E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0241;003; 3;             676.550;            2085.370;0.32710097846078E+03;0.49329027135533E-02;-.27842947093310E-05;0.90704786273588E-09;-.12149920122238E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0241;004; 1;               0.000;             493.829;0.32760000000000E+03;0.46880679765256E-03;-.69818044843627E-06;0.81235704185706E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0241;004; 2;             493.829;             676.550;0.32638689320788E+03;-.69411253534126E-18;0.15656027150866E-04;-.12050571888025E-07;-.19184297740908E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0241;004; 3;             676.550;            2085.370;0.32710097846078E+03;0.49329027135533E-02;-.27842947093310E-05;0.90704786273588E-09;-.12149920122238E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0241;005; 1;               0.000;             681.540;0.32810000000000E+03;-.44980860102951E-17;0.95297112822760E-05;-.15992077491185E-07;0.91154647605501E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0241;005; 2;             681.540;            2085.370;0.32710097846078E+03;0.49329027135533E-02;-.27842947093310E-05;0.90704786273588E-09;-.12149920122238E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0249;001; 1;               0.000;            1807.504;0.38548300000000E+03;0.36828530000000E-02;-.29864150000000E-06;-.85161240000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0249;001; 2;            1807.504;            4498.063;0.38546030000000E+03;0.43901770000000E-02;-.10912520000000E-05;0.15774050000000E-09;-.94307700000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0249;002; 1;               0.000;             809.113;0.38584870000000E+03;0.23251280000000E-03;0.11729710000000E-04;-.16767140000000E-07;0.79049950000000E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0249;002; 2;             809.113;            1807.504;0.38548300000000E+03;0.36828530000000E-02;-.29864150000000E-06;-.85161240000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0249;002; 3;            1807.504;            4498.063;0.38546030000000E+03;0.43901770000000E-02;-.10912520000000E-05;0.15774050000000E-09;-.94307700000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0249;003; 1;               0.000;            1200.000;0.38595000000000E+03;0.18059820000000E-02;0.32802950000000E-05;-.32208160000000E-08;0.98863630000000E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0249;003; 2;            1200.000;            1807.504;0.38548300000000E+03;0.36828530000000E-02;-.29864150000000E-06;-.85161240000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0249;003; 3;            1807.504;            4498.063;0.38546030000000E+03;0.43901770000000E-02;-.10912520000000E-05;0.15774050000000E-09;-.94307700000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0251;001; 1;               0.000;            2027.643;0.33456846353221E+03;-.28483891219312E-16;0.19202754292627E-05;-.50864507035761E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0251;001; 2;            2027.643;            6207.320;0.33359740352372E+03;0.32700200879197E-02;-.60854323248436E-06;0.65539459452668E-10;-.29069770468528E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0252;001; 1;               0.000;            2283.638;0.28671940000000E+03;0.24571280000000E-02;-.32631280000000E-06;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0252;001; 2;            2283.638;            7190.278;0.28729360000000E+03;0.20964030000000E-02;-.34749450000000E-06;0.33207300000000E-10;-.13027720000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0252;002; 1;               0.000;            2277.200;0.28727350000000E+03;0.10272170000000E-02;0.10104980000000E-05;-.53452690000000E-09;0.77424320000000E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0252;002; 2;            2277.200;            2283.638;0.28671940000000E+03;0.24571280000000E-02;-.32631280000000E-06;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0252;002; 3;            2283.638;            7190.278;0.28729360000000E+03;0.20964030000000E-02;-.34749450000000E-06;0.33207300000000E-10;-.13027720000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0253;001; 1;               0.000;            3270.894;0.26149535772429E+03;0.57918883179685E-03;0.15244820953573E-06;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0253;001; 2;            3270.894;            8666.422;0.25118823609595E+03;0.83276574108227E-02;-.17697024690013E-05;0.18072678191366E-09;-.69640782647979E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0253;002; 1;               0.000;            3357.726;0.26190000000000E+03;0.65732746216298E-04;0.57138059147333E-06;-.14713257866044E-09;0.17006114447515E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0253;002; 2;            3357.726;            8666.422;0.25118823609595E+03;0.83276574108227E-02;-.17697024690013E-05;0.18072678191366E-09;-.69640782647979E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0253;003; 1;               0.000;            3706.128;0.26230000000000E+03;0.22703759899916E-03;0.16832133456616E-06;0.31031355099844E-10;-.74362104168117E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0253;003; 2;            3706.128;            8666.422;0.25118823609595E+03;0.83276574108227E-02;-.17697024690013E-05;0.18072678191366E-09;-.69640782647979E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0253;004; 1;               0.000;            3528.920;0.26260000000000E+03;0.11573283404480E-03;0.22199633446016E-06;-.84967163006090E-11;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0253;004; 2;            3528.920;            8666.422;0.25118823609595E+03;0.83276574108227E-02;-.17697024690013E-05;0.18072678191366E-09;-.69640782647979E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0253;005; 1;               0.000;            4429.918;0.26300000000000E+03;0.10441220263857E-03;0.21776666122858E-06;-.29427078289150E-11;-.28584089782933E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0253;005; 2;            4429.918;            8666.422;0.25118823609595E+03;0.83276574108227E-02;-.17697024690013E-05;0.18072678191366E-09;-.69640782647979E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0257;001; 1;               0.000;            2622.196;0.23273788629015E+03;0.34938132215231E-02;-.11191067535770E-05;0.16311861102814E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0257;001; 2;            2622.196;           26247.575;0.23392490982579E+03;0.14941521283828E-02;-.11225704897720E-06;0.42940945734593E-11;-.61885338169562E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0261;001; 1;               0.000;            9839.760;0.17203032993592E+03;0.22979714148794E-02;-.14407425436092E-07;-.25620676306644E-10;0.15582097336727E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0261;001; 2;            9839.760;           36389.661;0.17646688256048E+03;0.93499555844573E-03;-.25707120254832E-07;0.28054891175707E-12;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0262;001; 1;               0.000;             281.181;0.39127576748940E+03;0.75704761553557E-01;-.61451811415146E-03;0.22478731221157E-05;-.29004895478495E-08
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0262;001; 2;             281.181;             999.334;0.39403686203363E+03;0.11817284667025E-01;-.26951853707138E-04;0.29706687513936E-07;-.11285945524042E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0262;001; 3;             999.334;            2712.755;0.39504081024488E+03;0.25162677044620E-02;-.30003374065345E-07;-.25646634050184E-09;0.52428983245253E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0267;001; 1;               0.000;           11186.376;0.12902008158399E+03;0.15753792665155E-02;-.19914225524813E-06;0.16895991578530E-10;-.54017220927871E-15
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0267;001; 2;           11186.376;           48334.946;0.13033938939308E+03;0.76658810560765E-03;-.18770376491923E-07;0.26757499424040E-12;-.15682383423430E-17
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0272;001; 1;               0.000;             923.402;0.90607876009236E+01;0.10939637602869E-01;-.11690613136601E-04;0.16932033050077E-07;-.85949349516823E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0272;001; 2;             923.402;            2552.903;0.11297900431234E+02;0.44522665120042E-02;0.19836219353411E-05;-.12253387886602E-08;0.19412336503477E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0275;001; 1;               0.000;           45876.482;0.33016166746761E+01;0.48976845257673E-03;-.54616372146291E-08;0.30639017080679E-13;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0275;001; 2;           45876.482;           99101.011;-.56453771056254E+01;0.10364849519781E-02;-.17525103801600E-07;0.14790472773249E-12;-.46675451178541E-18
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0276;001; 1;               0.000;             250.201;0.20288812261901E+03;0.10126022976334E-01;0.11768903160756E-03;-.59076755245513E-06;0.93691444707500E-09
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0276;001; 2;             250.201;             764.686;0.20072368016513E+03;0.37884936980862E-01;-.60439571161867E-04;0.55591161506076E-07;-.20936538455080E-10
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0277;001; 1;               0.000;            1378.317;0.23661347063101E+02;0.39847424467139E-02;-.75672006631675E-06;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0277;001; 2;            1378.317;            3954.661;0.23752098159310E+02;0.41589021353413E-02;-.11793345021215E-05;0.19957618470982E-09;-.13997264136437E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0278;001; 1;               0.000;             912.568;0.22403162210770E+03;0.28419270397940E-02;0.12128087178984E-04;-.20960185197231E-07;0.10081952763666E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0278;001; 2;             912.568;            2424.388;0.22136832584605E+03;0.12642091135782E-01;-.84707374092161E-05;0.28984592356396E-08;-.38279786859313E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0279;001; 1;               0.000;            1593.225;0.51758450565483E+02;0.10291198008791E-01;-.24307678668342E-05;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0279;001; 2;            1593.225;            6446.889;0.57240691830113E+02;0.34186640999581E-02;-.28015552453610E-06;0.35404556622040E-12;0.10520554315483E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0280;001; 1;               0.000;            1453.131;0.20812790000000E+02;0.28949690000000E-02;-.38582210000000E-05;0.22404070000000E-08;-.47489250000000E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0280;001; 2;            1453.131;           10224.750;0.21523990000000E+02;0.10472750000000E-03;-.25759490000000E-07;0.27013320000000E-11;-.99442130000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0280;002; 1;               0.000;             480.000;0.21300000000000E+02;0.17834090000000E-03;0.21074280000000E-05;-.48656010000000E-08;0.38230610000000E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0280;002; 2;             480.000;            1453.131;0.20812790000000E+02;0.28949690000000E-02;-.38582210000000E-05;0.22404070000000E-08;-.47489250000000E-12
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0280;002; 3;            1453.131;           10224.750;0.21523990000000E+02;0.10472750000000E-03;-.25759490000000E-07;0.27013320000000E-11;-.99442130000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0281;001; 1;               0.000;              74.634;0.15005375921042E+03;0.57388413916388E-14;0.53090940304232E-03;-.97675164742959E-05;0.78318656168265E-07
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0281;001; 2;              74.634;             148.011;0.11556790717061E+03;0.12029736175475E+01;-.14741533009142E-01;0.79603082031186E-04;-.15952655823339E-06
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0281;001; 3;             148.011;             397.760;0.15227617385778E+03;-.40031357845325E-02;0.37669164545786E-04;-.10021002521028E-06;0.90996549466113E-10
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0283;001; 1;               0.000;             702.173;0.32744151986303E+02;0.12082943442775E-01;-.68385268371629E-05;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0283;001; 2;             702.173;            4633.649;0.35699115921000E+02;0.37460155683764E-02;-.10781722976706E-05;0.17847293557870E-09;-.11976537675767E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0284;001; 1;               0.000;            4003.440;0.16434738728445E+01;0.25005550913276E-02;-.88943134407812E-06;0.19344438611391E-09;-.16035549349233E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0284;001; 2;            4003.440;           10627.751;0.26141065466626E+01;0.10355763325689E-02;-.84183317705731E-07;0.48697042150082E-11;-.12111803654160E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0285;001; 1;               0.000;           43541.410;0.70524130916696E+02;0.31391220298024E-04;0.49181719922345E-08;-.59162280500585E-13;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0285;001; 2;           43541.410;          112001.731;0.70666070305419E+02;0.12160884831144E-03;0.63523844128610E-09;-.12071342437449E-13;0.45184587082537E-19
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0285;002; 1;               0.000;           30806.693;0.70700000000000E+02;0.29615659751033E-04;0.54097588870700E-08;-.10952497219062E-12;0.98229190642424E-18
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0285;002; 2;           30806.693;           43541.410;0.70524130916696E+02;0.31391220298024E-04;0.49181719922345E-08;-.59162280500585E-13;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0285;002; 3;           43541.410;          112001.731;0.70666070305419E+02;0.12160884831144E-03;0.63523844128610E-09;-.12071342437449E-13;0.45184587082537E-19
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0285;003; 1;               0.000;           52392.242;0.71100000000000E+02;0.16932288194598E-04;0.59598139560444E-08;-.11299588639349E-12;0.70200768607292E-18
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0285;003; 2;           52392.242;          112001.731;0.70666070305419E+02;0.12160884831144E-03;0.63523844128610E-09;-.12071342437449E-13;0.45184587082537E-19
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0285;004; 1;               0.000;           43725.967;0.71300000000000E+02;-.16746675505134E-18;0.70757000874461E-08;-.14617215976095E-12;0.10247158377856E-17
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0285;004; 2;           43725.967;          112001.731;0.70666070305419E+02;0.12160884831144E-03;0.63523844128610E-09;-.12071342437449E-13;0.45184587082537E-19
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0286;001; 1;               0.000;            4441.188;0.18782023151522E+01;0.24053027496606E-02;-.52367416208832E-06;0.97842447788127E-10;-.66918649434270E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0286;001; 2;            4441.188;           12963.648;0.17750758321017E+01;0.17605437497813E-02;-.87348823669277E-07;0.41275463848107E-11;-.86473334240806E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0287;001; 1;               0.000;           48847.812;0.43063237522217E+02;0.77051907641619E-03;-.11923368518690E-07;0.92924101566645E-13;-.19973218754806E-18
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0287;001; 2;           48847.812;          142970.478;0.48917890584648E+02;0.38354489419328E-03;-.30321906237241E-08;0.14500807364047E-13;-.28731978523839E-19
